Site,Start Date,Stop Date,Logger,SD Card,Listener,Sample Date,Sample Time,Sample Date Time,Species,NAAMP,File ID,Notes,Error
W46,3/10/2014,3/14/2014,3,3A,GPS,3/10/2014,2317,3/10/2014 23:17,LISPH,3,20140310_231300,,N
W46,3/10/2014,3/14/2014,3,3A,GPS,3/10/2014,2317,3/10/2014 23:17,PSNIG,3,20140310_231300,,N
W50,3/10/2014,3/14/2014,6,6A,DDK,3/10/2014,2317,3/10/2014 23:17,LICAP,1,20140310_231300,,N
W50,3/10/2014,3/14/2014,6,6A,DDK,3/10/2014,2317,3/10/2014 23:17,LISPH,3,20140310_231300,,N
W50,3/10/2014,3/14/2014,6,6A,DDK,3/10/2014,2317,3/10/2014 23:17,PSCRU,1,20140310_231300,,N
W50,3/10/2014,3/14/2014,6,6A,DDK,3/10/2014,2317,3/10/2014 23:17,PSNIG,3,20140310_231300,,N
W51,3/10/2014,3/14/2014,5,5A,GPS,3/10/2014,2317,3/10/2014 23:17,LICAT,1,20140310_231300,,N
W51,3/10/2014,3/14/2014,5,5A,GPS,3/10/2014,2317,3/10/2014 23:17,LISPH,2,20140310_231300,,N
W51,3/10/2014,3/14/2014,5,5A,GPS,3/10/2014,2317,3/10/2014 23:17,PSCRU,2,20140310_231300,,N
W51,3/10/2014,3/14/2014,5,5A,GPS,3/10/2014,2317,3/10/2014 23:17,PSNIG,3,20140310_231300,,N
W52,3/10/2014,3/14/2014,1,1A,GPS,3/10/2014,2317,3/10/2014 23:17,LISPH,2,20140310_231300,,N
W52,3/10/2014,3/14/2014,1,1A,GPS,3/10/2014,2317,3/10/2014 23:17,PSCRU,2,20140310_231300,,N
W52,3/10/2014,3/14/2014,1,1A,GPS,3/10/2014,2317,3/10/2014 23:17,PSNIG,2,20140310_231300,,N
W58,3/10/2014,3/14/2014,10,10A,DK,3/10/2014,2317,3/10/2014 23:17,LISPH,1,20140310_231300,,N
W58,3/10/2014,3/14/2014,10,10A,DK,3/10/2014,2317,3/10/2014 23:17,PSCRU,2,20140310_231300,,N
W58,3/10/2014,3/14/2014,10,10A,DK,3/10/2014,2317,3/10/2014 23:17,PSFER,1,20140310_231300,,N
W58,3/10/2014,3/14/2014,10,10A,DK,3/10/2014,2317,3/10/2014 23:17,PSNIG,1,20140310_231300,,N
W26,3/10/2014,3/14/2014,7,7A,DK,3/10/2014,2217,3/10/2014 22:17,LISPH,1,20140310_221300,,N
W26,3/10/2014,3/14/2014,7,7A,DK,3/10/2014,2217,3/10/2014 22:17,PSCRU,1,20140310_221300,,N
W26,3/10/2014,3/14/2014,7,7A,DK,3/10/2014,2217,3/10/2014 22:17,PSNIG,2,20140310_221300,,N
W32,3/10/2014,3/14/2014,8,8A,DK,3/10/2014,2217,3/10/2014 22:17,LISPH,1,20140310_221300,,N
W32,3/10/2014,3/14/2014,8,8A,DK,3/10/2014,2217,3/10/2014 22:17,PSFER,1,20140310_221300,,N
W32,3/10/2014,3/14/2014,8,8A,DK,3/10/2014,2217,3/10/2014 22:17,PSNIG,2,20140310_221300,,N
W35,3/10/2014,3/14/2014,9,9A,GS,3/10/2014,2217,3/10/2014 22:17,LISPH,2,20140310_221300,,N
W35,3/10/2014,3/14/2014,9,9A,GS,3/10/2014,2217,3/10/2014 22:17,PSNIG,3,20140310_221300,,N
W35,3/10/2014,3/14/2014,9,9A,GS,3/10/2014,2217,3/10/2014 22:17,PSORN,2,20140310_221300,FAINT,N
